instrument_type|ticker_symbol|exchange|country|currency|trade_date|execution_time|side|quantity|price_per_unit|gross_amount|commission|tax|net_amount|client_pid|client_name|client_lastname|client_origin|transaction_type|channel|created_at|updated_at
ETF|BABA|NASDAQ|Tanzania|GBP|2023-09-17|2023-09-17 15:47:12|S|331.7713|146.8637|48725.16|172.6858|974.5032|47544.42|547034662614|Andre|Harrington|Sudan|LIMIT|MOBILE|2026-02-14 14:58:18.197374|2026-02-14 14:58:18.197375
STOCK|BABA|NASDAQ|Heard Island and McDonald Islands|JPY|2023-07-16|2023-07-16 18:30:20|S|236.1251|57.4631|13568.48|13.085|271.3696|13272.37|902786013529|Gary|Watson|France|STOP_LIMIT|WEB|2026-02-14 14:58:18.197553|2026-02-14 14:58:18.197554
ETF|MSFT|NASDAQ|Togo|USD|2024-11-06|2024-11-06 09:49:16|S|34.3433|1362.2065|46782.67|116.0729|935.6534|45716.47|766615661986|Annette|Terry|Suriname|STOP_LIMIT|MOBILE|2026-02-14 14:58:18.197705|2026-02-14 14:58:18.197706
STOCK|BABA|NYSE|Uruguay|USD|2024-05-17|2024-05-17 08:22:54|S|398.3481|351.7882|140134.16|453.8098|2802.6832|136767.2|231047654485|Theresa|Riley|United States Virgin Islands|EACH_PRICE|API|2026-02-14 14:58:18.197856|2026-02-14 14:58:18.197857
ETF|AMZN|NASDAQ|Turkey|USD|2023-01-11|2023-01-11 02:17:34|S|54.3354|984.3817|53486.77|124.6263|1069.7354|52263.71|959865286260|Monica|Mitchell|Micronesia|EACH_PRICE|API|2026-02-14 14:58:18.198015|2026-02-14 14:58:18.198015
STOCK|MSFT|XETRA|Togo|EUR|2024-08-03|2024-08-03 13:50:20|S|4.0552|640.1586|2595.97|2.4135|51.9194|2540.32|761065992119|Andrea|Martinez|Antigua and Barbuda|LIMIT|API|2026-02-14 14:58:18.198178|2026-02-14 14:58:18.198179
ETF|GOOGL|JPX|Timor-Leste|EUR|2023-10-25|2023-10-25 15:43:06|B|334.1294|459.6284|153575.36|759.0474|3071.5072|149597.75|566814378789|Laura|Wheeler|Haiti|LIMIT|WEB|2026-02-14 14:58:18.198321|2026-02-14 14:58:18.198322
STOCK|AMZN|NASDAQ|Costa Rica|EUR|2024-06-15|2024-06-15 16:31:25|S|423.6455|1058.1781|448292.39|1393.9|8965.8478|437854.2|611696356662|Sarah|Brewer|New Caledonia|STOP_LIMIT|API|2026-02-14 14:58:18.198462|2026-02-14 14:58:18.198463
STOCK|AMZN|LSE|United States of America|GBP|2024-11-14|2024-11-14 10:36:43|S|202.4413|913.5678|184943.85|480.4217|3698.877|180737.51|510600868513|Erika|Parks|British Virgin Islands|STOP_LIMIT|WEB|2026-02-14 14:58:18.198602|2026-02-14 14:58:18.198603
STOCK|AAPL|XETRA|Oman|USD|2024-04-11|2024-04-11 19:47:56|S|278.176|1365.3105|379796.61|1453.2537|7595.9322|370449.84|102926587928|Michael|Wade|British Indian Ocean Territory (Chagos Archipelago)|STOP_LOSS|BROKER|2026-02-14 14:58:18.198743|2026-02-14 14:58:18.198744
ETF|NVDA|NYSE|Hong Kong|USD|2023-02-17|2023-02-17 19:24:34|S|414.6216|923.2742|382809.43|1235.6108|7656.1886|373758.16|590274586658|Sheri|Rivera|Bangladesh|STOP_LIMIT|BROKER|2026-02-14 14:58:18.198884|2026-02-14 14:58:18.198885
ETF|GOOGL|NYSE|Saint Pierre and Miquelon|GBP|2023-02-26|2023-02-26 15:58:55|B|464.2335|1226.5252|569394.09|1288.6477|11387.8818|556323.7|281995044104|Dean|Davis|Belarus|LIMIT|MOBILE|2026-02-14 14:58:18.199028|2026-02-14 14:58:18.199029
STOCK|GOOGL|NASDAQ|Latvia|USD|2023-06-23|2023-06-23 05:25:29|S|276.8023|19.8294|5488.82|14.1314|109.7764|5361.29|336456509905|Charles|Riley|Serbia|STOP_LIMIT|WEB|2026-02-14 14:58:18.199191|2026-02-14 14:58:18.199191
STOCK|MSFT|XETRA|Cocos (Keeling) Islands|GBP|2023-12-06|2023-12-06 11:33:44|B|130.9428|679.413|88964.24|205.4407|1779.2848|86958.88|969487663800|Tina|Lynn|Russian Federation|STOP_LIMIT|BROKER|2026-02-14 14:58:18.199334|2026-02-14 14:58:18.199334
ETF|TSLA|NASDAQ|Nigeria|EUR|2023-10-27|2023-10-27 05:38:36|B|306.7155|897.9691|275421.04|834.3598|5508.4208|268852.35|363202698591|Amanda|Blake|Taiwan|STOP_LOSS|WEB|2026-02-14 14:58:18.199475|2026-02-14 14:58:18.199475
STOCK|BABA|NYSE|Senegal|JPY|2023-02-13|2023-02-13 06:10:13|B|34.1631|515.6794|17617.21|75.4013|352.3442|17185.3|626251207740|Caitlin|Newton|Greece|LIMIT|MOBILE|2026-02-14 14:58:18.199615|2026-02-14 14:58:18.199616
STOCK|BABA|LSE|Saint Helena|GBP|2024-03-22|2024-03-22 12:49:40|B|331.3344|850.0434|281648.62|851.0979|5632.9724|275022.3|380669139164|Bryan|Copeland|Monaco|EACH_PRICE|WEB|2026-02-14 14:58:18.199757|2026-02-14 14:58:18.199758
STOCK|NFLX|XETRA|Wallis and Futuna|JPY|2023-11-11|2023-11-11 18:32:01|B|278.0982|1013.0051|281714.89|731.0659|5634.2978|275198.89|804451479097|Zachary|Moon|Armenia|STOP_LIMIT|WEB|2026-02-14 14:58:18.199898|2026-02-14 14:58:18.199899
STOCK|AAPL|JPX|Bahrain|JPY|2024-03-17|2024-03-17 21:08:28|S|255.5324|1123.6684|287133.68|793.4341|5742.6736|280436.75|555674103662|Charles|Lopez|Djibouti|STOP_LOSS|WEB|2026-02-14 14:58:18.200038|2026-02-14 14:58:18.200039
ETF|NFLX|XETRA|Myanmar|EUR|2024-01-03|2024-01-03 03:34:46|B|315.8221|584.7851|184688.06|601.458|3693.7612|180316.01|693331978833|Brandi|Martinez|Bermuda|STOP_LOSS|WEB|2026-02-14 14:58:18.200182|2026-02-14 14:58:18.200183
STOCK|NVDA|NASDAQ|Korea|USD|2024-02-08|2024-02-08 13:24:50|B|456.45|688.6362|314327.99|911.4071|6286.5598|307093.33|395058593330|Steven|Perry|Tokelau|EACH_PRICE|MOBILE|2026-02-14 14:58:18.200322|2026-02-14 14:58:18.200323
ETF|MSFT|NYSE|Guinea|EUR|2023-08-22|2023-08-22 07:11:28|S|161.9325|575.9014|93257.15|306.1189|1865.143|91070.79|839754907833|Vincent|Wiley|Brunei Darussalam|MARKET_PRICE|MOBILE|2026-02-14 14:58:18.200463|2026-02-14 14:58:18.200464
STOCK|AAPL|NASDAQ|Germany|JPY|2024-07-04|2024-07-04 18:13:33|B|169.4425|640.8428|108586.01|214.4497|2171.7202|106156.07|436428621335|Sarah|English|Ireland|LIMIT|BROKER|2026-02-14 14:58:18.200607|2026-02-14 14:58:18.200607
ETF|TSLA|NYSE|Chad|EUR|2023-01-08|2023-01-08 10:23:44|S|198.4811|1488.4017|295419.61|512.4123|5908.3922|288722.49|627097152356|Toni|Hernandez|Mayotte|EACH_PRICE|API|2026-02-14 14:58:18.200749|2026-02-14 14:58:18.200750
STOCK|MSFT|NYSE|Jordan|USD|2023-12-05|2023-12-05 19:49:45|S|87.9283|187.4112|16478.75|66.697|329.575|16075.33|290666786239|Joshua|Jefferson|Belgium|MARKET_PRICE|API|2026-02-14 14:58:18.200890|2026-02-14 14:58:18.200891
STOCK|BABA|NASDAQ|Marshall Islands|JPY|2023-08-05|2023-08-05 17:16:22|B|323.914|445.6191|144342.27|185.4609|2886.8454|141146.77|363022987038|Jessica|Elliott|Marshall Islands|LIMIT|WEB|2026-02-14 14:58:18.201032|2026-02-14 14:58:18.201033
STOCK|MSFT|JPX|Aruba|USD|2023-07-20|2023-07-20 09:04:17|B|499.2412|441.6529|220491.32|704.4101|4409.8264|215175.78|230970555677|Robert|Pacheco|Samoa|MARKET_PRICE|BROKER|2026-02-14 14:58:18.201172|2026-02-14 14:58:18.201173
STOCK|GOOGL|JPX|Austria|JPY|2024-06-24|2024-06-24 23:24:54|B|109.4921|307.9402|33717.02|61.9867|674.3404|32953.06|848692920182|Jose|Weber|Montenegro|MARKET_PRICE|API|2026-02-14 14:58:18.201317|2026-02-14 14:58:18.201317
ETF|BABA|XETRA|Libyan Arab Jamahiriya|EUR|2023-05-28|2023-05-28 15:17:22|S|39.2868|549.6409|21593.63|69.5709|431.8726|21081.32|980741190730|Carla|Frey|Solomon Islands|LIMIT|WEB|2026-02-14 14:58:18.201505|2026-02-14 14:58:18.201506
ETF|AAPL|NASDAQ|Portugal|USD|2023-03-18|2023-03-18 17:52:06|S|189.3572|338.008|64004.25|171.5681|1280.085|62519.25|581303729499|Michael|Cooper|Bahrain|MARKET_PRICE|API|2026-02-14 14:58:18.201647|2026-02-14 14:58:18.201648
ETF|NVDA|NASDAQ|Guinea|EUR|2024-02-08|2024-02-08 04:21:36|S|477.6101|223.8257|106901.41|277.0597|2138.0282|104388.78|451374050368|Kyle|Johnson|Nepal|STOP_LIMIT|API|2026-02-14 14:58:18.201788|2026-02-14 14:58:18.201789
STOCK|MSFT|LSE|Myanmar|USD|2024-08-02|2024-08-02 15:29:14|S|57.8082|1155.7603|66812.42|148.2836|1336.2484|65262.55|562514341317|Timothy|West|Gabon|MARKET_PRICE|WEB|2026-02-14 14:58:18.201932|2026-02-14 14:58:18.201933
ETF|NFLX|LSE|Tonga|EUR|2024-09-01|2024-09-01 00:10:41|B|194.9316|402.1838|78398.33|178.0247|1567.9666|76575.54|457510091877|Patricia|Martinez|Niue|MARKET_PRICE|BROKER|2026-02-14 14:58:18.202077|2026-02-14 14:58:18.202078
ETF|MSFT|NASDAQ|Reunion|JPY|2024-07-14|2024-07-14 02:34:20|B|135.6931|287.5148|39013.77|138.3403|780.2754|38079.97|422833397303|Rebecca|Murphy|Solomon Islands|STOP_LIMIT|WEB|2026-02-14 14:58:18.202219|2026-02-14 14:58:18.202219
ETF|NVDA|NYSE|Uganda|GBP|2023-06-22|2023-06-22 04:05:57|S|198.3271|478.7229|94943.72|235.1324|1898.8744|92789.26|740148156230|Jordan|Clark|Iceland|EACH_PRICE|API|2026-02-14 14:58:18.202360|2026-02-14 14:58:18.202360
STOCK|GOOGL|JPX|Bermuda|GBP|2024-08-30|2024-08-30 05:19:28|B|37.7458|998.3209|37682.42|31.7746|753.6484|36891.51|278043643447|Chad|Gibbs|Saint Helena|MARKET_PRICE|WEB|2026-02-14 14:58:18.202515|2026-02-14 14:58:18.202516
STOCK|NFLX|JPX|Namibia|EUR|2024-11-11|2024-11-11 22:35:15|B|365.9774|400.8992|146720.05|182.8224|2934.401|143584.87|626868816486|Shawn|Bridges|Isle of Man|STOP_LOSS|BROKER|2026-02-14 14:58:18.202668|2026-02-14 14:58:18.202669
ETF|META|XETRA|Oman|EUR|2023-06-21|2023-06-21 01:25:11|S|138.6792|266.6872|36983.97|123.961|739.6794|36112.1|725866816161|Jill|Contreras|India|EACH_PRICE|API|2026-02-14 14:58:18.202811|2026-02-14 14:58:18.202812
ETF|GOOGL|LSE|Nepal|USD|2024-07-29|2024-07-29 17:34:06|B|255.4497|447.8909|114413.6|255.0065|2288.272|111848.98|781430785691|Jill|Johnson|French Polynesia|STOP_LOSS|MOBILE|2026-02-14 14:58:18.202952|2026-02-14 14:58:18.202953
ETF|NFLX|JPX|Maldives|EUR|2024-05-29|2024-05-29 12:31:40|S|439.2107|1114.9547|489700.03|1760.7516|9794.0006|477748.98|146823202250|Joanne|Franklin|Guinea-Bissau|LIMIT|BROKER|2026-02-14 14:58:18.203092|2026-02-14 14:58:18.203104
ETF|NFLX|LSE|Bahamas|JPY|2023-04-17|2023-04-17 00:10:26|B|435.9872|329.9082|143835.75|279.8372|2876.715|140576.14|411382725462|Chase|Grimes|Japan|EACH_PRICE|BROKER|2026-02-14 14:58:18.203256|2026-02-14 14:58:18.203257
ETF|TSLA|NASDAQ|Jordan|JPY|2023-10-23|2023-10-23 09:49:34|S|455.2275|551.2471|250942.84|882.8324|5018.8568|244932.37|863590703447|Lisa|Garcia|Cocos (Keeling) Islands|LIMIT|MOBILE|2026-02-14 14:58:18.203397|2026-02-14 14:58:18.203398
ETF|NFLX|JPX|American Samoa|JPY|2024-09-08|2024-09-08 12:08:41|B|405.6542|1063.6591|431477.78|251.2005|8629.5556|422190.96|450678571349|Andrew|Harris|United Arab Emirates|STOP_LOSS|API|2026-02-14 14:58:18.203541|2026-02-14 14:58:18.203541
STOCK|AMZN|XETRA|Mongolia|JPY|2024-11-22|2024-11-22 03:23:55|S|62.0448|151.7024|9412.35|17.6121|188.247|9200.2|467979702792|Diana|Bowers|Slovenia|LIMIT|BROKER|2026-02-14 14:58:18.203682|2026-02-14 14:58:18.203683
STOCK|META|NYSE|Saint Martin|EUR|2023-06-12|2023-06-12 21:59:17|S|375.6082|1276.8514|479595.86|2122.7427|9591.9172|467402.47|580459154979|Eric|Reid|Uzbekistan|STOP_LIMIT|WEB|2026-02-14 14:58:18.203823|2026-02-14 14:58:18.203823
ETF|TSLA|NASDAQ|British Virgin Islands|JPY|2024-11-01|2024-11-01 10:54:34|S|138.8118|1438.5183|199683.31|229.4473|3993.6662|195274.09|830291658513|Sandra|Robinson|Czech Republic|STOP_LOSS|MOBILE|2026-02-14 14:58:18.203964|2026-02-14 14:58:18.203965
ETF|BABA|JPX|United States Minor Outlying Islands|EUR|2023-10-11|2023-10-11 14:35:50|B|187.7566|873.886|164077.86|682.0628|3281.5572|159954.99|841347267655|Omar|Owens|Macao|LIMIT|MOBILE|2026-02-14 14:58:18.204105|2026-02-14 14:58:18.204106
ETF|BABA|NYSE|Russian Federation|JPY|2023-08-19|2023-08-19 14:54:26|B|366.5879|548.6653|201134.06|760.6046|4022.6812|196211.05|105344643969|Dale|Ellis|Lebanon|EACH_PRICE|API|2026-02-14 14:58:18.204248|2026-02-14 14:58:18.204249
STOCK|NVDA|LSE|Guatemala|JPY|2024-04-15|2024-04-15 03:18:31|S|273.4233|293.153|80154.86|384.25|1603.0972|78088.79|731483019726|Erica|Kemp|Greenland|MARKET_PRICE|BROKER|2026-02-14 14:58:18.204391|2026-02-14 14:58:18.204392
ETF|AAPL|JPX|Sudan|GBP|2024-10-18|2024-10-18 12:08:46|S|124.254|1225.8362|152315.05|478.8668|3046.301|148700.97|634090002429|Mark|Hernandez|Cayman Islands|MARKET_PRICE|WEB|2026-02-14 14:58:18.204535|2026-02-14 14:58:18.204536
STOCK|META|XETRA|Mexico|EUR|2024-02-07|2024-02-07 00:29:15|S|419.6903|676.986|284124.46|977.1887|5682.4892|277193.83|724433687825|Amanda|Vasquez|Congo|EACH_PRICE|API|2026-02-14 14:58:18.204677|2026-02-14 14:58:18.204678
ETF|TSLA|NYSE|Cape Verde|JPY|2023-01-13|2023-01-13 17:34:38|S|190.2653|1342.1592|255366.32|180.3762|5107.3264|249969.57|150044824310|John|Berry|Togo|MARKET_PRICE|MOBILE|2026-02-14 14:58:18.204819|2026-02-14 14:58:18.204820
STOCK|MSFT|NASDAQ|Mozambique|GBP|2023-08-15|2023-08-15 09:14:03|B|291.1089|657.8376|191502.38|452.97|3830.0476|187064.09|309959927056|Sherry|Farrell|Cyprus|MARKET_PRICE|BROKER|2026-02-14 14:58:18.204962|2026-02-14 14:58:18.204962
STOCK|AAPL|LSE|Egypt|USD|2024-06-09|2024-06-09 12:53:18|S|6.8252|504.2917|3441.89|10.336|68.8378|3361.05|212593038334|Briana|Lewis|United States Minor Outlying Islands|STOP_LIMIT|API|2026-02-14 14:58:18.205106|2026-02-14 14:58:18.205107
STOCK|MSFT|NYSE|Bermuda|JPY|2024-03-16|2024-03-16 21:13:51|S|233.3021|177.4725|41404.71|76.7514|828.0942|40488.43|288533919914|Briana|Downs|Mongolia|MARKET_PRICE|BROKER|2026-02-14 14:58:18.205264|2026-02-14 14:58:18.205265
STOCK|BABA|XETRA|Pitcairn Islands|USD|2023-05-14|2023-05-14 08:41:06|B|53.3173|1199.2994|63943.41|74.4323|1278.8682|62545.58|898209775858|Daniel|Richardson|Guatemala|STOP_LOSS|WEB|2026-02-14 14:58:18.205451|2026-02-14 14:58:18.205452
STOCK|NVDA|XETRA|Bolivia|USD|2024-03-05|2024-03-05 02:49:51|B|297.7558|1132.1636|337108.28|1147.0698|6742.1656|329089.21|824664171785|Mark|Evans|Cocos (Keeling) Islands|EACH_PRICE|API|2026-02-14 14:58:18.205597|2026-02-14 14:58:18.205598
ETF|TSLA|JPX|Liberia|GBP|2023-03-13|2023-03-13 10:59:21|S|436.4004|409.0575|178512.86|843.9472|3570.2572|173982.17|195533846580|Kelly|Clark|Wallis and Futuna|LIMIT|BROKER|2026-02-14 14:58:18.205741|2026-02-14 14:58:18.205742
STOCK|AAPL|NYSE|Cayman Islands|JPY|2024-01-20|2024-01-20 09:26:18|B|356.8897|666.2528|237778.76|128.4891|4755.5752|232674.49|667109423464|Paul|King|Kiribati|MARKET_PRICE|BROKER|2026-02-14 14:58:18.205887|2026-02-14 14:58:18.205887
STOCK|MSFT|NYSE|Latvia|EUR|2024-12-01|2024-12-01 04:59:46|B|486.5996|811.3999|394826.87|1272.0693|7896.5374|385460.11|419033737254|Jonathan|Roth|United States of America|EACH_PRICE|MOBILE|2026-02-14 14:58:18.206029|2026-02-14 14:58:18.206029
ETF|NFLX|XETRA|Saint Pierre and Miquelon|USD|2023-07-10|2023-07-10 01:11:35|B|10.343|473.3796|4896.17|14.8147|97.9234|4780.33|111666130502|Michael|Payne|Norway|MARKET_PRICE|API|2026-02-14 14:58:18.206170|2026-02-14 14:58:18.206170
STOCK|META|NYSE|Zimbabwe|JPY|2024-05-08|2024-05-08 20:30:06|B|236.1932|232.4421|54901.24|208.1209|1098.0248|53583.19|376120890746|Amanda|Poole|Botswana|MARKET_PRICE|MOBILE|2026-02-14 14:58:18.206311|2026-02-14 14:58:18.206312
ETF|MSFT|LSE|Indonesia|JPY|2024-12-03|2024-12-03 01:57:06|B|430.8503|336.4763|144970.91|353.641|2899.4182|141593.26|654925323084|Billy|Carter|Liberia|STOP_LOSS|API|2026-02-14 14:58:18.206453|2026-02-14 14:58:18.206453
STOCK|META|NYSE|Bangladesh|JPY|2023-01-12|2023-01-12 05:40:55|B|165.7685|645.4275|106991.55|412.0668|2139.831|104346.55|880621330874|Amanda|Baker|Algeria|EACH_PRICE|API|2026-02-14 14:58:18.206596|2026-02-14 14:58:18.206596
STOCK|NFLX|NASDAQ|Suriname|GBP|2024-01-04|2024-01-04 02:19:53|B|243.7469|250.2549|60998.86|108.6794|1219.9772|59645.26|300901298985|Kimberly|Richard|Iran|EACH_PRICE|API|2026-02-14 14:58:18.206738|2026-02-14 14:58:18.206739
ETF|GOOGL|LSE|Cocos (Keeling) Islands|EUR|2023-09-26|2023-09-26 04:19:16|B|99.4029|736.1639|73176.83|178.3605|1463.5366|71504.0|992079321887|Shirley|Owens|Kazakhstan|MARKET_PRICE|WEB|2026-02-14 14:58:18.206880|2026-02-14 14:58:18.206881
STOCK|BABA|NASDAQ|Cocos (Keeling) Islands|USD|2023-01-11|2023-01-11 19:30:42|B|226.5002|1403.5161|317896.68|512.7189|6357.9336|310721.62|980651569281|Margaret|Green|Saint Kitts and Nevis|LIMIT|WEB|2026-02-14 14:58:18.207021|2026-02-14 14:58:18.207022
STOCK|AMZN|JPX|Belarus|EUR|2024-02-13|2024-02-13 01:51:03|S|236.9165|36.3367|8608.76|42.8203|172.1752|8390.01|304840569465|David|Bell|Netherlands|STOP_LOSS|WEB|2026-02-14 14:58:18.207165|2026-02-14 14:58:18.207166
ETF|BABA|LSE|Slovenia|GBP|2023-07-17|2023-07-17 14:18:35|S|355.377|737.5474|262107.38|917.4053|5242.1476|255900.18|561269198344|Corey|Smith|Belgium|MARKET_PRICE|API|2026-02-14 14:58:18.207309|2026-02-14 14:58:18.207309
STOCK|MSFT|XETRA|Russian Federation|JPY|2023-08-18|2023-08-18 22:30:27|B|413.9282|385.7194|159660.14|225.3078|3193.2028|156178.43|966793466364|Christine|Richmond|India|EACH_PRICE|MOBILE|2026-02-14 14:58:18.207452|2026-02-14 14:58:18.207453
STOCK|BABA|LSE|Saint Helena|GBP|2024-08-06|2024-08-06 11:11:36|S|375.0989|111.8065|41938.5|55.0274|838.77|41009.51|218123333133|David|Cline|Faroe Islands|LIMIT|WEB|2026-02-14 14:58:18.207593|2026-02-14 14:58:18.207594
STOCK|GOOGL|XETRA|Paraguay|USD|2023-06-04|2023-06-04 02:08:22|S|402.5134|1463.201|588958.01|1969.8778|11779.1602|574732.55|469390543955|Carl|Baker|Algeria|LIMIT|API|2026-02-14 14:58:18.207734|2026-02-14 14:58:18.207735
STOCK|GOOGL|NASDAQ|Lithuania|JPY|2023-04-03|2023-04-03 05:06:35|B|321.6888|135.114|43464.66|168.1392|869.2932|42400.5|940390933614|Helen|Gray|Djibouti|MARKET_PRICE|API|2026-02-14 14:58:18.207875|2026-02-14 14:58:18.207876
ETF|AMZN|LSE|Taiwan|GBP|2023-04-05|2023-04-05 12:39:56|B|453.2778|838.421|380037.63|271.2554|7600.7526|372081.18|948237510646|Andrew|Mosley|South Georgia and the South Sandwich Islands|LIMIT|WEB|2026-02-14 14:58:18.208038|2026-02-14 14:58:18.208039
ETF|GOOGL|XETRA|British Indian Ocean Territory (Chagos Archipelago)|GBP|2024-09-10|2024-09-10 00:16:05|S|498.1639|344.787|171760.44|653.0549|3435.2088|167606.07|244309029908|Michelle|Williams|Kazakhstan|STOP_LOSS|MOBILE|2026-02-14 14:58:18.208192|2026-02-14 14:58:18.208204
STOCK|BABA|NYSE|Solomon Islands|GBP|2024-09-13|2024-09-13 05:47:10|B|459.5782|665.045|305640.18|1113.6915|6112.8036|298341.47|370645639549|Madison|Green|Kazakhstan|MARKET_PRICE|MOBILE|2026-02-14 14:58:18.208375|2026-02-14 14:58:18.208376
ETF|META|NASDAQ|Palau|EUR|2024-05-07|2024-05-07 08:29:11|S|124.2992|1426.7849|177348.22|815.9092|3546.9644|172865.55|527772477494|Kathy|Barton|Sierra Leone|EACH_PRICE|BROKER|2026-02-14 14:58:18.208580|2026-02-14 14:58:18.208581
ETF|NFLX|NYSE|Australia|EUR|2023-05-22|2023-05-22 21:15:12|S|325.8094|531.6275|173209.24|598.473|3464.1848|168986.9|253131911370|Rebecca|Rodriguez|Tanzania|STOP_LIMIT|BROKER|2026-02-14 14:58:18.208756|2026-02-14 14:58:18.208757
ETF|BABA|NYSE|Svalbard & Jan Mayen Islands|JPY|2023-01-22|2023-01-22 09:57:46|B|238.6849|727.1242|173553.57|224.525|3471.0714|169774.83|758771806403|John|James|Serbia|EACH_PRICE|MOBILE|2026-02-14 14:58:18.208898|2026-02-14 14:58:18.208898
ETF|NFLX|NYSE|Zimbabwe|JPY|2023-03-05|2023-03-05 09:06:15|B|482.9805|585.3263|282701.19|148.4876|5654.0238|276843.48|834829622741|Kevin|Tran|Canada|STOP_LIMIT|BROKER|2026-02-14 14:58:18.209041|2026-02-14 14:58:18.209042
STOCK|MSFT|XETRA|Guyana|EUR|2023-08-12|2023-08-12 02:37:49|S|408.6366|999.0945|408266.58|462.7962|8165.3316|399366.74|492886908543|Kimberly|Mayer|Algeria|STOP_LOSS|MOBILE|2026-02-14 14:58:18.209182|2026-02-14 14:58:18.209183
ETF|NFLX|JPX|Congo|GBP|2023-03-18|2023-03-18 16:01:15|S|158.3168|559.9678|88652.31|148.9795|1773.0462|86719.26|251553631420|Daniel|Randall|Yemen|STOP_LOSS|BROKER|2026-02-14 14:58:18.209323|2026-02-14 14:58:18.209324
STOCK|AMZN|JPX|Tanzania|GBP|2024-02-04|2024-02-04 07:41:08|B|252.0456|575.7895|145125.21|291.8144|2902.5042|141800.9|127858572355|Sara|Ford|El Salvador|STOP_LIMIT|API|2026-02-14 14:58:18.209493|2026-02-14 14:58:18.209493
STOCK|BABA|NASDAQ|Mayotte|JPY|2023-06-17|2023-06-17 22:15:29|B|209.0631|1005.9474|210306.48|421.3461|4206.1296|205633.38|597535950169|Michael|Bennett|Falkland Islands (Malvinas)|STOP_LOSS|API|2026-02-14 14:58:18.209635|2026-02-14 14:58:18.209636
ETF|TSLA|NYSE|Guadeloupe|JPY|2023-12-10|2023-12-10 22:12:18|S|393.7471|921.5421|362854.53|1351.9817|7257.0906|354012.9|979533694660|Amanda|Miller|Northern Mariana Islands|EACH_PRICE|WEB|2026-02-14 14:58:18.209778|2026-02-14 14:58:18.209779
STOCK|AMZN|XETRA|Hong Kong|JPY|2023-09-06|2023-09-06 16:45:11|B|372.9618|756.5296|282156.64|205.7513|5643.1328|276229.65|199945645894|Rachel|Yates|Dominica|EACH_PRICE|WEB|2026-02-14 14:58:18.209920|2026-02-14 14:58:18.209921
STOCK|NVDA|JPX|Equatorial Guinea|GBP|2024-05-06|2024-05-06 11:08:50|B|365.9211|1170.5186|428317.45|1792.2036|8566.349|417706.07|377597907619|Autumn|Riggs|United States of America|EACH_PRICE|BROKER|2026-02-14 14:58:18.210064|2026-02-14 14:58:18.210064
ETF|NFLX|LSE|Trinidad and Tobago|JPY|2024-06-23|2024-06-23 09:58:47|B|497.6565|1331.8584|662807.99|1579.5066|13256.1598|647579.73|481372564421|Aaron|Jackson|Luxembourg|STOP_LIMIT|BROKER|2026-02-14 14:58:18.210207|2026-02-14 14:58:18.210208
STOCK|NVDA|XETRA|Panama|USD|2023-01-16|2023-01-16 02:54:59|B|404.3485|635.783|257077.9|212.5622|5141.558|251582.15|693871129132|Cameron|Stout|Timor-Leste|LIMIT|BROKER|2026-02-14 14:58:18.210349|2026-02-14 14:58:18.210350
STOCK|BABA|NASDAQ|Liechtenstein|GBP|2024-04-09|2024-04-09 07:20:37|S|129.9616|1191.379|154833.52|453.2785|3096.6704|151172.71|685602288655|Stephanie|Burke|Solomon Islands|STOP_LIMIT|BROKER|2026-02-14 14:58:18.210494|2026-02-14 14:58:18.210495
STOCK|GOOGL|NYSE|Bulgaria|EUR|2023-08-25|2023-08-25 14:26:10|B|64.066|649.2105|41592.32|50.582|831.8464|40697.83|346667726950|Hannah|Trujillo|Serbia|STOP_LOSS|API|2026-02-14 14:58:18.210635|2026-02-14 14:58:18.210635
STOCK|TSLA|NYSE|Saint Barthelemy|GBP|2024-01-26|2024-01-26 09:11:05|B|488.0341|183.888|89743.61|73.5315|1794.8722|87852.29|746709578914|Elizabeth|Lawson|Belize|EACH_PRICE|API|2026-02-14 14:58:18.210799|2026-02-14 14:58:18.210799
ETF|AMZN|JPX|Liberia|JPY|2024-02-01|2024-02-01 10:05:11|S|210.2064|952.8171|200288.25|134.8094|4005.765|196096.09|686458374908|Jeffrey|Ho|Suriname|STOP_LIMIT|MOBILE|2026-02-14 14:58:18.210939|2026-02-14 14:58:18.210940
ETF|NFLX|NYSE|United States of America|GBP|2023-10-10|2023-10-10 08:30:00|S|14.5811|356.0835|5192.09|20.2897|103.8418|5064.87|603001899580|Ashley|Coleman|Puerto Rico|EACH_PRICE|MOBILE|2026-02-14 14:58:18.211080|2026-02-14 14:58:18.211081
STOCK|TSLA|JPX|Central African Republic|JPY|2023-01-19|2023-01-19 04:11:20|B|177.5583|59.7542|10609.85|22.2783|212.197|10365.17|605502058551|Kiara|Davis|Portugal|STOP_LOSS|BROKER|2026-02-14 14:58:18.211221|2026-02-14 14:58:18.211222
STOCK|NFLX|NYSE|Philippines|USD|2024-10-15|2024-10-15 01:11:12|B|86.6986|505.987|43868.36|46.7184|877.3672|42900.72|261694712811|Steven|Green|Iraq|STOP_LOSS|WEB|2026-02-14 14:58:18.211365|2026-02-14 14:58:18.211366
