instrument_type|ticker_symbol|exchange|country|currency|trade_date|execution_time|side|quantity|price_per_unit|gross_amount|commission|tax|net_amount|client_pid|client_name|client_lastname|client_origin|transaction_type|channel|created_at|updated_at
ETF|META|NASDAQ|Marshall Islands|USD|2023-10-11|2023-10-11 07:39:13|S|281.3328|1188.9345|334486.27|1536.7316|6689.7254|326182.07|856053719506|Rebecca|Jackson|United States of America|EACH_PRICE|BROKER|2026-01-19 13:07:54.232981|2026-01-19 13:07:54.232982
ETF|MSFT|NYSE|Malaysia|EUR|2024-07-28|2024-07-28 23:08:36|B|57.4401|437.1278|25108.66|113.1222|502.1732|24477.47|202505707157|Robin|Hudson|Iran|EACH_PRICE|BROKER|2026-01-19 13:07:54.233123|2026-01-19 13:07:54.233124
ETF|AAPL|NASDAQ|Cyprus|GBP|2023-08-10|2023-08-10 18:59:42|B|317.4742|144.0562|45734.13|187.102|914.6826|44587.18|764796762024|Marc|Hayes|Poland|EACH_PRICE|BROKER|2026-01-19 13:07:54.233264|2026-01-19 13:07:54.233264
STOCK|NFLX|NYSE|Latvia|EUR|2023-04-06|2023-04-06 02:23:50|B|174.2647|867.6902|151207.77|373.8351|3024.1554|147742.02|311872790098|Kathleen|Lin|Christmas Island|LIMIT|BROKER|2026-01-19 13:07:54.233419|2026-01-19 13:07:54.233420
STOCK|MSFT|LSE|Costa Rica|GBP|2023-10-11|2023-10-11 20:29:58|B|227.7771|27.887|6352.02|17.4364|127.0404|6202.27|289387579386|Mark|Wilcox|Croatia|STOP_LOSS|BROKER|2026-01-19 13:07:54.233562|2026-01-19 13:07:54.233563
ETF|AAPL|JPX|Finland|USD|2024-08-26|2024-08-26 20:06:13|S|320.1583|376.5769|120564.22|574.5341|2411.2844|117512.52|403477356909|Carrie|Kidd|Christmas Island|MARKET_PRICE|MOBILE|2026-01-19 13:07:54.233703|2026-01-19 13:07:54.233704
STOCK|MSFT|JPX|British Virgin Islands|USD|2024-11-25|2024-11-25 04:35:02|S|309.884|288.5914|89429.86|400.6916|1788.5972|87219.38|473882964298|Shawn|Sanford|Tunisia|STOP_LIMIT|API|2026-01-19 13:07:54.233844|2026-01-19 13:07:54.233845
STOCK|NFLX|NASDAQ|Pakistan|JPY|2023-10-19|2023-10-19 04:54:09|B|45.6224|497.0223|22675.35|84.8613|453.507|22121.53|933273584318|Sarah|Carter|Lebanon|MARKET_PRICE|API|2026-01-19 13:07:54.233983|2026-01-19 13:07:54.233984
STOCK|GOOGL|NYSE|Saudi Arabia|GBP|2023-01-30|2023-01-30 03:30:44|S|388.2271|328.519|127539.98|382.559|2550.7996|124541.96|440710815209|Alyssa|Cabrera|Bolivia|STOP_LIMIT|API|2026-01-19 13:07:54.234123|2026-01-19 13:07:54.234124
ETF|NVDA|XETRA|Indonesia|USD|2023-04-08|2023-04-08 09:27:18|B|360.9258|440.398|158951.0|589.5752|3179.02|155098.87|689815011904|Elizabeth|Mendoza|Jersey|STOP_LOSS|API|2026-01-19 13:07:54.234268|2026-01-19 13:07:54.234268
ETF|BABA|JPX|Georgia|EUR|2024-01-26|2024-01-26 14:28:04|S|271.5009|488.503|132629.0|275.1419|2652.58|129622.22|616959727208|Brandon|Mendez|Sri Lanka|LIMIT|WEB|2026-01-19 13:07:54.234410|2026-01-19 13:07:54.234410
STOCK|AAPL|NYSE|Finland|GBP|2023-08-03|2023-08-03 12:37:41|B|275.8682|1434.6244|395767.25|1024.9573|7915.345|386655.87|992506466437|Michael|Harmon|Brazil|LIMIT|MOBILE|2026-01-19 13:07:54.234552|2026-01-19 13:07:54.234553
ETF|AAPL|NASDAQ|Morocco|USD|2024-02-02|2024-02-02 18:25:30|S|160.6747|456.1355|73289.43|227.9715|1465.7886|71587.87|988211446267|Tammy|Patterson|Madagascar|STOP_LOSS|WEB|2026-01-19 13:07:54.234695|2026-01-19 13:07:54.234695
ETF|AAPL|NASDAQ|Austria|EUR|2023-01-26|2023-01-26 07:19:03|B|240.0464|1246.1737|299139.51|1181.639|5982.7902|291690.41|293745057066|Peter|Benson|Bolivia|MARKET_PRICE|BROKER|2026-01-19 13:07:54.234836|2026-01-19 13:07:54.234837
ETF|AAPL|JPX|Lesotho|EUR|2024-09-27|2024-09-27 08:59:30|B|436.5153|1242.4155|542333.37|2150.4765|10846.6674|528947.89|762314804105|Michael|Johnson|Ukraine|MARKET_PRICE|MOBILE|2026-01-19 13:07:54.234979|2026-01-19 13:07:54.234980
STOCK|MSFT|XETRA|Nauru|USD|2024-09-25|2024-09-25 22:50:17|S|108.4028|897.7867|97322.59|321.7282|1946.4518|95041.82|740509119972|Ashley|Adams|Macao|EACH_PRICE|MOBILE|2026-01-19 13:07:54.235186|2026-01-19 13:07:54.235187
ETF|BABA|LSE|Cape Verde|JPY|2023-09-07|2023-09-07 10:59:10|S|104.1409|541.6486|56407.77|166.5321|1128.1554|55063.83|101769577183|Cody|Mcdaniel|Solomon Islands|LIMIT|WEB|2026-01-19 13:07:54.235341|2026-01-19 13:07:54.235341
STOCK|GOOGL|JPX|United States of America|GBP|2024-06-14|2024-06-14 01:21:38|S|186.9998|103.3174|19320.33|70.945|386.4066|18849.58|836404370216|Ashley|Ferguson|Slovakia (Slovak Republic)|LIMIT|MOBILE|2026-01-19 13:07:54.235483|2026-01-19 13:07:54.235484
ETF|GOOGL|JPX|Egypt|GBP|2024-08-31|2024-08-31 13:57:41|S|395.6492|1265.4643|500679.94|579.3916|10013.5988|489962.12|266978182310|Amanda|Peterson|Chile|STOP_LOSS|BROKER|2026-01-19 13:07:54.235626|2026-01-19 13:07:54.235627
STOCK|META|NASDAQ|Ukraine|EUR|2023-08-25|2023-08-25 16:41:17|S|174.0668|217.7996|37911.68|169.2419|758.2336|36979.38|292395437076|Ryan|Thomas|Estonia|MARKET_PRICE|MOBILE|2026-01-19 13:07:54.235773|2026-01-19 13:07:54.235774
STOCK|AMZN|XETRA|Papua New Guinea|JPY|2024-03-12|2024-03-12 03:49:33|B|30.1653|736.0713|22203.81|42.4713|444.0762|21697.04|771336579309|Joanna|Howard|United States Virgin Islands|STOP_LOSS|API|2026-01-19 13:07:54.235915|2026-01-19 13:07:54.235916
ETF|BABA|NYSE|Slovakia (Slovak Republic)|EUR|2024-08-03|2024-08-03 10:35:36|S|295.029|774.0869|228378.08|859.6393|4567.5616|222744.36|573439185014|Kaitlyn|Potts|Samoa|EACH_PRICE|API|2026-01-19 13:07:54.236056|2026-01-19 13:07:54.236057
STOCK|NVDA|LSE|Cayman Islands|USD|2024-05-28|2024-05-28 16:34:29|B|142.2544|354.7993|50471.76|64.6409|1009.4352|49349.64|264143436272|Charles|Hester|Nigeria|STOP_LIMIT|BROKER|2026-01-19 13:07:54.236198|2026-01-19 13:07:54.236198
ETF|NVDA|NYSE|Luxembourg|GBP|2023-01-05|2023-01-05 18:09:19|B|187.8623|809.1719|152012.89|154.6563|3040.2578|148772.6|363140213775|Martin|Reed|Kazakhstan|STOP_LIMIT|API|2026-01-19 13:07:54.236339|2026-01-19 13:07:54.236340
STOCK|BABA|NASDAQ|South Africa|JPY|2024-02-27|2024-02-27 15:55:38|B|446.3647|758.327|338490.4|927.0248|6769.808|330703.56|902782294869|Laura|Kim|Iraq|STOP_LOSS|BROKER|2026-01-19 13:07:54.236484|2026-01-19 13:07:54.236485
STOCK|MSFT|NASDAQ|Palau|EUR|2024-08-31|2024-08-31 02:20:02|S|84.0086|119.2745|10020.08|49.6758|200.4016|9765.78|479504098049|Hannah|Fox|Mexico|STOP_LOSS|MOBILE|2026-01-19 13:07:54.236629|2026-01-19 13:07:54.236630
ETF|AMZN|JPX|San Marino|GBP|2023-06-23|2023-06-23 19:43:59|B|81.6583|1446.9333|118154.11|540.1718|2363.0822|115237.73|300811220608|George|Key|Albania|STOP_LIMIT|WEB|2026-01-19 13:07:54.236772|2026-01-19 13:07:54.236773
STOCK|GOOGL|LSE|Niue|JPY|2024-04-27|2024-04-27 10:59:20|B|221.4131|210.2398|46549.85|190.4515|930.997|45400.91|941780531857|Donna|Liu|Barbados|MARKET_PRICE|WEB|2026-01-19 13:07:54.236915|2026-01-19 13:07:54.236916
ETF|NFLX|LSE|Liechtenstein|GBP|2024-01-21|2024-01-21 20:34:23|S|317.3465|394.2931|125127.54|397.4873|2502.5508|122205.89|891849886171|Joanne|Bryant|Kazakhstan|MARKET_PRICE|WEB|2026-01-19 13:07:54.237055|2026-01-19 13:07:54.237056
STOCK|AAPL|NYSE|Vanuatu|EUR|2023-12-12|2023-12-12 12:18:39|S|193.4254|538.4096|104142.09|485.3679|2082.8418|101534.11|565676285675|Holly|Henderson|China|STOP_LIMIT|WEB|2026-01-19 13:07:54.237218|2026-01-19 13:07:54.237219
ETF|NFLX|NASDAQ|Iceland|USD|2024-12-08|2024-12-08 02:14:54|B|181.892|397.7142|72341.03|102.7756|1446.8206|70760.0|278830860308|Shirley|Patel|Malta|MARKET_PRICE|MOBILE|2026-01-19 13:07:54.237372|2026-01-19 13:07:54.237373
ETF|GOOGL|NYSE|Belarus|USD|2024-09-20|2024-09-20 18:40:52|S|31.2108|399.0445|12454.5|42.9192|249.09|12154.14|862226222158|Margaret|Parker|Greece|LIMIT|WEB|2026-01-19 13:07:54.237513|2026-01-19 13:07:54.237514
STOCK|AMZN|JPX|Togo|USD|2023-08-25|2023-08-25 04:39:07|B|187.4032|486.0735|91091.73|223.3011|1821.8346|89022.52|448469104790|Kyle|Hicks|Tanzania|MARKET_PRICE|API|2026-01-19 13:07:54.237654|2026-01-19 13:07:54.237655
ETF|GOOGL|LSE|Dominican Republic|EUR|2023-03-04|2023-03-04 09:07:57|B|335.1692|1435.5331|481146.48|1356.8273|9622.9296|469760.82|683956521038|Chase|Ramirez|Bosnia and Herzegovina|MARKET_PRICE|BROKER|2026-01-19 13:07:54.237796|2026-01-19 13:07:54.237797
STOCK|AAPL|XETRA|Peru|EUR|2023-10-25|2023-10-25 08:46:07|S|7.3728|1395.0143|10285.16|17.578|205.7032|10058.14|939112974615|Matthew|Moore|Mauritius|STOP_LIMIT|MOBILE|2026-01-19 13:07:54.237937|2026-01-19 13:07:54.237938
STOCK|NFLX|LSE|Kiribati|GBP|2024-04-25|2024-04-25 06:14:26|B|441.2265|1439.9267|635333.82|2972.9878|12706.6764|619328.91|565997242453|Helen|Sims|Denmark|MARKET_PRICE|BROKER|2026-01-19 13:07:54.238081|2026-01-19 13:07:54.238081
ETF|AMZN|JPX|Heard Island and McDonald Islands|EUR|2024-11-25|2024-11-25 01:03:23|B|138.74|751.1479|104214.26|57.2665|2084.2852|101994.35|287398706902|James|Garcia|Albania|STOP_LIMIT|BROKER|2026-01-19 13:07:54.238222|2026-01-19 13:07:54.238223
ETF|GOOGL|JPX|Austria|JPY|2024-11-25|2024-11-25 07:12:08|B|398.5146|823.8871|328331.04|860.1728|6566.6208|320577.74|931687899776|Alan|Alexander|Oman|EACH_PRICE|MOBILE|2026-01-19 13:07:54.238369|2026-01-19 13:07:54.238370
STOCK|TSLA|NASDAQ|Rwanda|USD|2024-03-08|2024-03-08 01:58:50|B|282.6048|1194.3771|337536.7|641.6408|6750.734|329911.52|970205293499|Timothy|Robbins|Malawi|EACH_PRICE|API|2026-01-19 13:07:54.238524|2026-01-19 13:07:54.238524
STOCK|NFLX|JPX|Sierra Leone|JPY|2024-05-29|2024-05-29 00:01:20|S|442.8137|1418.7742|628252.65|3022.7115|12565.053|612405.25|391812183607|Ann|Franklin|Bahrain|EACH_PRICE|API|2026-01-19 13:07:54.238786|2026-01-19 13:07:54.238788
ETF|NFLX|XETRA|Venezuela|EUR|2023-12-25|2023-12-25 23:16:10|S|10.6979|997.1546|10667.46|34.3102|213.3492|10416.28|802805939536|Marcus|Summers|Pakistan|LIMIT|WEB|2026-01-19 13:07:54.238946|2026-01-19 13:07:54.238947
STOCK|TSLA|NASDAQ|Guyana|EUR|2024-08-01|2024-08-01 11:36:15|S|53.2582|993.1188|52891.72|223.6179|1057.8344|51603.64|478570038341|Timothy|Gallegos|France|LIMIT|API|2026-01-19 13:07:54.239120|2026-01-19 13:07:54.239121
ETF|BABA|NYSE|Holy See (Vatican City State)|GBP|2023-06-16|2023-06-16 23:33:40|B|284.9683|623.1681|177583.15|512.7007|3551.663|173367.74|412670820552|Peter|Bennett|Pakistan|STOP_LOSS|WEB|2026-01-19 13:07:54.239293|2026-01-19 13:07:54.239293
ETF|NVDA|LSE|French Southern Territories|EUR|2024-06-01|2024-06-01 23:39:56|S|253.4015|468.5621|118734.34|428.6227|2374.6868|115843.56|746526245838|Jeffrey|Vasquez|Luxembourg|EACH_PRICE|API|2026-01-19 13:07:54.239437|2026-01-19 13:07:54.239438
ETF|NFLX|XETRA|Uzbekistan|JPY|2023-06-27|2023-06-27 02:01:20|B|20.6448|1245.825|25719.81|28.8361|514.3962|25162.77|208396407204|Tammie|Benson|Libyan Arab Jamahiriya|LIMIT|BROKER|2026-01-19 13:07:54.239579|2026-01-19 13:07:54.239580
STOCK|NFLX|XETRA|Saint Pierre and Miquelon|GBP|2023-09-22|2023-09-22 10:41:43|S|437.1586|187.8591|82124.22|266.5098|1642.4844|80201.48|292530227057|Mark|Bailey|Algeria|STOP_LOSS|WEB|2026-01-19 13:07:54.239726|2026-01-19 13:07:54.239726
ETF|AAPL|NYSE|Bahamas|USD|2023-08-05|2023-08-05 03:44:10|B|62.399|98.0456|6117.95|18.01|122.359|5973.14|855856117507|Thomas|Jones|South Georgia and the South Sandwich Islands|MARKET_PRICE|API|2026-01-19 13:07:54.239868|2026-01-19 13:07:54.239868
STOCK|MSFT|LSE|Djibouti|EUR|2023-09-13|2023-09-13 22:54:05|S|5.2717|532.5071|2807.22|9.8756|56.1444|2740.25|731257882219|Michelle|Hall|Nauru|MARKET_PRICE|API|2026-01-19 13:07:54.240010|2026-01-19 13:07:54.240010
ETF|AMZN|NASDAQ|Guam|USD|2024-01-01|2024-01-01 02:25:00|B|260.9254|1067.1684|278451.34|918.5711|5569.0268|271841.25|421497098215|James|Martinez|American Samoa|STOP_LIMIT|BROKER|2026-01-19 13:07:54.240152|2026-01-19 13:07:54.240153
STOCK|BABA|JPX|Mali|JPY|2023-03-22|2023-03-22 20:15:40|S|180.5617|296.3208|53504.19|131.994|1070.0838|52291.35|678950890453|Kimberly|Miller|Barbados|STOP_LIMIT|WEB|2026-01-19 13:07:54.240298|2026-01-19 13:07:54.240299
ETF|NVDA|LSE|Bhutan|JPY|2023-01-09|2023-01-09 17:35:44|B|16.7308|930.9929|15576.26|40.0881|311.5252|15211.64|598016343494|Carrie|Stanley|Venezuela|STOP_LOSS|BROKER|2026-01-19 13:07:54.240443|2026-01-19 13:07:54.240444
STOCK|TSLA|JPX|Wallis and Futuna|EUR|2023-01-02|2023-01-02 07:55:53|S|44.8407|359.6254|16125.85|17.9413|322.517|15779.29|883263640719|Jasmine|Robinson|Australia|EACH_PRICE|BROKER|2026-01-19 13:07:54.240586|2026-01-19 13:07:54.240587
ETF|NFLX|NASDAQ|Heard Island and McDonald Islands|GBP|2024-07-21|2024-07-21 15:12:46|S|259.127|868.6129|225081.05|800.5692|4501.621|219686.22|177915650418|Bradley|Little|Finland|STOP_LIMIT|MOBILE|2026-01-19 13:07:54.240728|2026-01-19 13:07:54.240728
STOCK|NVDA|LSE|Barbados|GBP|2024-04-04|2024-04-04 11:47:09|S|171.143|1382.1959|236553.15|498.4471|4731.063|231131.47|624851140092|Teresa|Craig|Dominica|MARKET_PRICE|API|2026-01-19 13:07:54.240869|2026-01-19 13:07:54.240870
ETF|AMZN|NYSE|Isle of Man|GBP|2024-03-08|2024-03-08 19:28:26|S|470.0767|17.9415|8433.88|8.6689|168.6776|8248.71|620114124396|Jillian|Boyer|Guernsey|EACH_PRICE|API|2026-01-19 13:07:54.241010|2026-01-19 13:07:54.241010
ETF|BABA|LSE|Equatorial Guinea|JPY|2024-06-26|2024-06-26 01:19:08|S|4.1223|610.6842|2517.42|8.2879|50.3484|2457.15|565203403260|John|Brown|Chile|LIMIT|MOBILE|2026-01-19 13:07:54.241156|2026-01-19 13:07:54.241157
ETF|AMZN|LSE|Saint Helena|JPY|2023-06-25|2023-06-25 17:02:07|S|323.2896|1270.0253|410585.97|1306.3332|8211.7194|400710.34|699172099052|Manuel|Wall|Cuba|STOP_LOSS|WEB|2026-01-19 13:07:54.241300|2026-01-19 13:07:54.241301
ETF|AMZN|JPX|Gambia|EUR|2024-05-10|2024-05-10 10:15:13|S|385.9135|511.9894|197583.62|308.1431|3951.6724|193174.79|325997688374|Andrew|Holmes|Mauritius|LIMIT|MOBILE|2026-01-19 13:07:54.241448|2026-01-19 13:07:54.241449
STOCK|MSFT|LSE|French Southern Territories|GBP|2023-07-10|2023-07-10 20:41:12|S|140.7024|1337.2457|188153.68|291.8962|3763.0736|183916.8|780364346666|Robert|Davis|Sudan|MARKET_PRICE|WEB|2026-01-19 13:07:54.241592|2026-01-19 13:07:54.241593
ETF|MSFT|NASDAQ|Andorra|EUR|2024-11-03|2024-11-03 18:03:57|B|120.341|538.8959|64851.27|298.0218|1297.0254|63237.09|232966623474|Heather|Evans|Ethiopia|STOP_LOSS|API|2026-01-19 13:07:54.241734|2026-01-19 13:07:54.241734
ETF|NFLX|JPX|Bahamas|USD|2023-11-08|2023-11-08 21:36:22|S|131.941|994.8914|131266.97|610.2163|2625.3394|127945.94|590619230453|David|Warner|Philippines|LIMIT|API|2026-01-19 13:07:54.241874|2026-01-19 13:07:54.241875
STOCK|NFLX|JPX|Uruguay|EUR|2024-01-17|2024-01-17 12:51:23|B|200.062|935.2804|187114.07|264.4363|3742.2814|182957.03|267301170369|Rachel|Nelson|Tanzania|STOP_LOSS|API|2026-01-19 13:07:54.242018|2026-01-19 13:07:54.242019
ETF|BABA|NYSE|Eritrea|USD|2024-01-29|2024-01-29 22:49:38|B|160.4988|997.8915|160160.39|626.4621|3203.2078|156195.54|165456954867|Nancy|Williams|Austria|EACH_PRICE|WEB|2026-01-19 13:07:54.242184|2026-01-19 13:07:54.242184
ETF|META|LSE|Vietnam|EUR|2024-07-17|2024-07-17 10:20:39|S|409.4847|1125.5967|460914.63|1996.889|9218.2926|449275.86|821984924876|Juan|Juarez|United Kingdom|STOP_LIMIT|MOBILE|2026-01-19 13:07:54.242325|2026-01-19 13:07:54.242325
STOCK|AAPL|JPX|Israel|GBP|2024-06-02|2024-06-02 10:49:03|B|265.5083|1190.8574|316182.52|1120.2673|6323.6504|308426.14|440235251822|Tyler|Young|Tuvalu|STOP_LIMIT|MOBILE|2026-01-19 13:07:54.242466|2026-01-19 13:07:54.242467
ETF|TSLA|NASDAQ|Benin|JPY|2024-01-12|2024-01-12 23:01:41|S|93.5708|1100.1291|102939.96|343.1334|2058.7992|100447.99|882523443062|Russell|Johnson|Austria|STOP_LIMIT|BROKER|2026-01-19 13:07:54.242610|2026-01-19 13:07:54.242611
ETF|GOOGL|JPX|Venezuela|EUR|2023-05-20|2023-05-20 12:57:45|S|170.8673|477.0285|81508.57|57.7754|1630.1714|79740.5|536302080821|Ryan|Allen|Bhutan|STOP_LIMIT|MOBILE|2026-01-19 13:07:54.242753|2026-01-19 13:07:54.242754
ETF|NFLX|NASDAQ|Cuba|USD|2024-12-28|2024-12-28 10:14:06|S|290.2494|50.6631|14704.93|45.8724|294.0986|14360.34|644029072294|Justin|Weaver|Sri Lanka|LIMIT|WEB|2026-01-19 13:07:54.242895|2026-01-19 13:07:54.242895
ETF|NFLX|JPX|Samoa|EUR|2024-06-06|2024-06-06 04:56:02|B|243.8596|745.196|181723.2|493.7656|3634.464|177492.54|881909048270|Brandy|Simmons|Georgia|MARKET_PRICE|WEB|2026-01-19 13:07:54.243036|2026-01-19 13:07:54.243037
ETF|AMZN|NYSE|China|USD|2023-03-29|2023-03-29 13:16:22|B|277.395|93.903|26048.22|95.7625|520.9644|25420.23|246729637631|Christian|Gibson|Mexico|STOP_LOSS|WEB|2026-01-19 13:07:54.243226|2026-01-19 13:07:54.243227
ETF|TSLA|NASDAQ|Canada|EUR|2024-01-30|2024-01-30 04:23:22|S|407.5533|187.757|76520.98|217.4517|1530.4196|74705.29|938087576391|Christina|Miller|Paraguay|LIMIT|API|2026-01-19 13:07:54.243371|2026-01-19 13:07:54.243372
ETF|META|XETRA|Papua New Guinea|USD|2024-05-23|2024-05-23 15:49:09|S|154.3306|678.7897|104758.02|522.2335|2095.1604|102096.57|232968713814|Lauren|Baker|American Samoa|LIMIT|BROKER|2026-01-19 13:07:54.243517|2026-01-19 13:07:54.243517
STOCK|GOOGL|JPX|Australia|EUR|2023-06-27|2023-06-27 04:21:04|B|102.0662|1269.3409|129556.8|435.935|2591.136|126417.89|162818431227|Jeffrey|Brown|Mauritania|MARKET_PRICE|API|2026-01-19 13:07:54.243659|2026-01-19 13:07:54.243659
STOCK|MSFT|XETRA|Israel|JPY|2023-02-16|2023-02-16 16:32:10|S|262.5407|924.5638|242735.63|895.6784|4854.7126|236959.02|329468223320|Michelle|Pierce|United States Minor Outlying Islands|STOP_LOSS|WEB|2026-01-19 13:07:54.243803|2026-01-19 13:07:54.243803
STOCK|AAPL|NYSE|Anguilla|JPY|2024-01-29|2024-01-29 11:09:40|S|173.1922|104.061|18022.55|30.6172|360.451|17624.94|701558691052|Tammy|Martinez|Timor-Leste|EACH_PRICE|WEB|2026-01-19 13:07:54.243944|2026-01-19 13:07:54.243945
ETF|AAPL|XETRA|Andorra|JPY|2023-09-01|2023-09-01 17:23:06|S|98.9089|22.4308|2218.61|8.6398|44.3722|2165.06|878503723208|Theresa|Hendrix|Bulgaria|EACH_PRICE|WEB|2026-01-19 13:07:54.244138|2026-01-19 13:07:54.244140
ETF|GOOGL|XETRA|Venezuela|JPY|2023-02-13|2023-02-13 05:40:15|S|412.6279|280.2549|115640.99|416.672|2312.8198|112864.38|896666288049|Benjamin|White|Isle of Man|EACH_PRICE|API|2026-01-19 13:07:54.244340|2026-01-19 13:07:54.244341
STOCK|TSLA|JPX|Congo|EUR|2024-12-06|2024-12-06 13:36:41|B|372.0664|227.7199|84726.92|293.8626|1694.5384|82661.43|731587407397|Victoria|Mcintyre|Georgia|EACH_PRICE|BROKER|2026-01-19 13:07:54.244487|2026-01-19 13:07:54.244488
STOCK|TSLA|XETRA|Bahamas|USD|2023-11-05|2023-11-05 00:31:50|B|136.2349|438.7378|59771.4|89.1124|1195.428|58458.7|494563240534|Keith|Evans|Peru|LIMIT|BROKER|2026-01-19 13:07:54.244630|2026-01-19 13:07:54.244631
STOCK|NVDA|LSE|India|EUR|2024-09-10|2024-09-10 07:03:54|S|230.9364|901.1522|208108.84|250.5992|4162.1768|203609.75|352825602131|Paula|Chavez|Western Sahara|MARKET_PRICE|API|2026-01-19 13:07:54.244772|2026-01-19 13:07:54.244772
STOCK|MSFT|LSE|Rwanda|USD|2023-10-29|2023-10-29 16:14:57|B|447.4785|674.9321|302017.6|1409.9668|6040.352|294326.04|540254660578|Melissa|Roth|Netherlands Antilles|STOP_LIMIT|MOBILE|2026-01-19 13:07:54.244913|2026-01-19 13:07:54.244914
ETF|MSFT|NYSE|Zambia|JPY|2024-01-30|2024-01-30 19:08:46|S|18.3321|205.1486|3760.8|4.6505|75.216|3679.05|705971334239|Michael|Escobar|Mauritania|STOP_LOSS|BROKER|2026-01-19 13:07:54.245056|2026-01-19 13:07:54.245057
ETF|NVDA|NASDAQ|Mauritania|USD|2023-02-04|2023-02-04 21:28:47|B|9.1048|88.1258|802.37|2.5304|16.0474|783.45|151992769805|Shelby|Santos|French Guiana|MARKET_PRICE|API|2026-01-19 13:07:54.245201|2026-01-19 13:07:54.245202
ETF|META|NYSE|France|JPY|2024-05-14|2024-05-14 10:36:03|S|24.9887|1483.2792|37065.22|180.7504|741.3044|36126.24|105422019995|John|Duke|Sao Tome and Principe|STOP_LOSS|API|2026-01-19 13:07:54.245344|2026-01-19 13:07:54.245345
ETF|TSLA|LSE|Guyana|USD|2024-08-12|2024-08-12 03:05:00|B|335.3892|1063.0946|356550.45|329.0228|7131.009|348837.0|705640767422|Tony|Mann|Sao Tome and Principe|STOP_LIMIT|MOBILE|2026-01-19 13:07:54.245487|2026-01-19 13:07:54.245488
STOCK|NFLX|LSE|Kyrgyz Republic|JPY|2024-08-29|2024-08-29 14:55:33|B|332.3372|247.6186|82292.87|130.6417|1645.8574|80488.28|134820328899|Krista|Taylor|Brazil|STOP_LIMIT|API|2026-01-19 13:07:54.245630|2026-01-19 13:07:54.245630
ETF|TSLA|XETRA|Niue|EUR|2024-06-18|2024-06-18 22:29:18|B|222.7616|585.0709|130331.33|132.4431|2606.6266|127574.01|849165136229|Stephen|Reyes|Puerto Rico|STOP_LOSS|BROKER|2026-01-19 13:07:54.245770|2026-01-19 13:07:54.245771
STOCK|TSLA|JPX|Sweden|USD|2023-01-28|2023-01-28 02:40:42|S|217.2879|496.9075|107971.99|212.9433|2159.4398|105568.72|284373687480|Paul|Scott|Montenegro|LIMIT|WEB|2026-01-19 13:07:54.245927|2026-01-19 13:07:54.245928
ETF|BABA|NYSE|Luxembourg|JPY|2024-08-08|2024-08-08 00:04:28|S|407.0119|775.5557|315660.4|1323.3871|6313.208|307797.54|111566063632|Vanessa|Edwards|Singapore|EACH_PRICE|MOBILE|2026-01-19 13:07:54.246074|2026-01-19 13:07:54.246075
STOCK|MSFT|NYSE|Bermuda|GBP|2023-03-19|2023-03-19 14:52:20|B|490.1806|28.7532|14094.26|61.2077|281.8852|13746.85|281170131661|Julie|Johnson|Algeria|EACH_PRICE|WEB|2026-01-19 13:07:54.246217|2026-01-19 13:07:54.246218
ETF|AMZN|NYSE|Mozambique|USD|2023-09-14|2023-09-14 21:48:37|B|351.3388|793.1726|278672.31|1111.726|5573.4462|271875.04|123921532490|Laurie|Wong|Cambodia|LIMIT|API|2026-01-19 13:07:54.246361|2026-01-19 13:07:54.246362
ETF|BABA|NYSE|Cuba|EUR|2024-09-26|2024-09-26 03:57:33|S|193.7986|633.4429|122760.35|568.0957|2455.207|119646.92|121556120818|Troy|Hayes|British Indian Ocean Territory (Chagos Archipelago)|MARKET_PRICE|API|2026-01-19 13:07:54.246503|2026-01-19 13:07:54.246504
STOCK|META|NYSE|Iraq|EUR|2024-01-16|2024-01-16 04:39:22|B|254.9662|581.897|148364.07|508.884|2967.2814|144840.93|581493737975|Albert|Riggs|Uruguay|MARKET_PRICE|BROKER|2026-01-19 13:07:54.246651|2026-01-19 13:07:54.246651
STOCK|GOOGL|XETRA|Palestinian Territory|JPY|2024-01-14|2024-01-14 18:19:17|B|206.045|768.837|158415.02|678.5677|3168.3004|154471.68|864416028939|Nicholas|Parks|Malaysia|MARKET_PRICE|BROKER|2026-01-19 13:07:54.246798|2026-01-19 13:07:54.246799
ETF|MSFT|NYSE|Turks and Caicos Islands|JPY|2023-10-09|2023-10-09 17:44:11|S|494.984|157.8663|78141.29|279.2833|1562.8258|76272.21|556004499325|Ronald|Morales|Finland|STOP_LOSS|BROKER|2026-01-19 13:07:54.246941|2026-01-19 13:07:54.246941
ETF|AAPL|JPX|Kazakhstan|EUR|2024-06-09|2024-06-09 00:42:44|B|140.2043|616.6538|86457.51|363.726|1729.1502|84300.31|125874358480|Laurie|Marsh|Papua New Guinea|MARKET_PRICE|BROKER|2026-01-19 13:07:54.247084|2026-01-19 13:07:54.247085
STOCK|AMZN|JPX|Iran|JPY|2023-07-19|2023-07-19 03:51:22|S|201.8423|140.7276|28404.78|27.6423|568.0956|27786.5|541907889444|Kim|Adkins|North Macedonia|LIMIT|MOBILE|2026-01-19 13:07:54.247274|2026-01-19 13:07:54.247275
